Id,SalePrice
1596,249783.84
1597,179766.28
1598,219658.67
1599,189067.44
1600,186266.45
1601,74179.42
1602,110743.61
1603,77062.49
1604,262253.06
1605,240352.84
1606,165251.61
1607,155885.62
1608,219116.39
1609,199450.69
1610,151034.31
1611,139443.25
1612,168060.19
1613,162917.56
1614,124245.945
1615,94191.48
1616,69724.25
1617,93674.055
1618,126061.836
1619,141248.12
1620,157309.52
1621,134600.78
1622,141226.92
1623,301377.1
1624,208120.28
1625,128826.09
1626,167867.64
1627,187583.8
1628,277755.53
1629,182048.78
1630,362841.56
1631,229643.61
1632,247038.64
1633,170085.75
1634,185549.19
1635,183022.45
1636,152142.06
1637,190953.6
1638,201500.34
1639,186812.64
1640,253037.69
1641,178265.95
1642,219968.14
1643,213470.77
1644,219046.52
1645,184783.4
1646,154386.78
1647,159618.23
1648,132050.61
1649,137271.42
1650,119154.03
1651,126632.09
1652,96685.445
1653,97446.06
1654,150700.31
1655,150057.27
1656,147539.97
1657,152533.66
1658,147027.67
1659,135945.69
1660,151621.03
1661,462126.25
1662,426999.25
1663,399823.16
1664,397204.06
1665,311713.56
1666,308027.1
1667,363952.16
1668,330769.8
1669,298773.2
1670,356112.2
1671,258467.64
1672,499149.94
1673,297499.34
1674,246089.48
1675,181596.05
1676,189665.08
1677,217497.38
1678,472193.75
1679,377433.0
1680,326902.7
1681,256147.42
1682,279030.72
1683,177276.4
1684,166862.86
1685,172723.03
1686,171810.03
1687,166398.75
1688,183094.56
1689,190637.2
1690,190066.17
1691,177119.92
1692,262571.4
1693,167160.73
1694,182331.98
1695,167321.17
1696,274649.75
1697,171876.81
1698,368777.53
1699,340244.06
1700,246084.75
1701,259316.75
1702,259572.23
1703,239984.11
1704,306957.78
1705,230575.75
1706,444143.75
1707,221893.88
1708,210037.92
1709,306448.2
1710,220588.0
1711,241442.33
1712,254234.53
1713,268711.16
1714,218290.06
1715,206837.33
1716,183451.08
1717,180314.89
1718,141011.31
1719,201379.64
1720,240157.39
1721,172739.56
1722,134431.03
1723,157574.73
1724,231711.23
1725,246913.75
1726,184230.86
1727,150295.5
1728,172510.94
1729,159925.84
1730,176638.83
1731,124365.3
1732,136795.16
1733,117817.16
1734,119798.93
1735,132343.47
1736,116154.72
1737,346136.1
1738,211258.73
1739,323631.03
1740,251589.39
1741,197449.36
1742,172227.39
1743,174716.52
1744,298635.0
1745,215114.44
1746,226393.44
1747,216457.5
1748,221968.31
1749,151329.89
1750,126080.29
1751,237511.61
1752,121031.16
1753,147038.69
1754,208600.3
1755,169042.27
1756,132185.64
1757,124465.14
1758,138020.58
1759,153692.47
1760,169530.58
1761,145687.16
1762,176841.61
1763,171373.67
1764,112571.42
1765,172978.16
1766,182212.05
1767,225345.6
1768,144165.25
1769,173419.95
1770,145555.78
1771,137408.17
1772,136550.34
1773,123755.45
1774,120996.11
1775,137469.34
1776,130142.23
1777,113663.12
1778,139094.33
1779,112379.36
1780,176767.44
1781,131223.08
1782,98518.57
1783,130649.19
1784,99001.805
1785,114122.03
1786,152479.08
1787,166509.9
1788,58014.23
1789,106102.836
1790,86457.47
1791,180932.06
1792,157408.33
1793,129024.14
1794,147786.9
1795,133645.95
1796,119364.74
1797,121115.22
1798,126087.85
1799,115920.11
1800,128290.95
1801,131449.08
1802,148952.05
1803,151609.58
1804,137746.64
1805,135397.8
1806,116912.87
1807,127867.2
1808,125708.945
1809,122425.87
1810,148094.53
1811,96534.65
1812,96806.766
1813,119425.86
1814,99353.57
1815,55432.676
1816,95085.06
1817,108303.41
1818,137905.58
1819,118638.71
1820,66917.54
1821,106261.52
1822,150499.62
1823,48531.25
1824,136858.17
1825,136109.28
1826,93545.25
1827,106034.75
1828,143746.69
1829,102934.28
1830,141772.67
1831,169996.92
1832,79183.75
1833,142635.36
1834,112478.766
1835,148545.6
1836,124977.945
1837,89262.88
1838,122748.99
1839,82164.81
1840,158550.64
1841,141293.81
1842,71691.39
1843,135643.61
1844,134826.8
1845,137721.42
1846,156303.7
1847,161496.55
1848,53969.812
1849,120946.75
1850,121301.37
1851,155176.64
1852,128166.77
1853,127247.625
1854,168313.56
1855,132853.75
1856,216235.38
1857,151524.77
1858,138435.81
1859,123199.86
1860,145074.64
1861,123199.86
1862,343667.72
1863,341961.16
1864,341961.16
1865,307242.9
1866,330104.88
1867,254008.31
1868,311948.9
1869,199554.72
1870,260870.38
1871,241300.92
1872,171957.25
1873,237347.53
1874,142234.66
1875,204942.83
1876,195625.97
1877,223475.44
1878,202375.73
1879,132297.52
1880,135076.98
1881,237348.5
1882,253032.06
1883,190480.19
1884,205251.6
1885,255267.16
1886,297539.47
1887,212721.36
1888,296163.8
1889,165804.8
1890,129417.77
1891,136891.47
1892,108478.98
1893,123994.49
1894,127045.13
1895,130369.04
1896,124277.89
1897,103871.766
1898,111812.96
1899,159727.78
1900,161367.86
1901,166205.31
1902,143682.83
1903,223288.69
1904,148128.23
1905,199069.3
1906,184772.42
1907,211639.62
1908,116286.22
1909,136332.9
1910,121616.516
1911,216000.1
1912,313859.66
1913,146190.2
1914,74878.414
1915,301374.44
1916,66064.64
1917,261604.02
1918,139616.53
1919,165854.58
1920,153972.44
1921,435959.34
1922,312711.88
1923,213643.45
1924,208740.73
1925,209863.77
1926,395255.88
1927,134293.53
1928,159020.03
1929,124893.27
1930,133761.9
1931,146584.97
1932,138235.53
1933,179838.78
1934,181078.06
1935,172719.53
1936,185361.28
1937,184439.72
1938,175337.6
1939,245169.56
1940,186681.84
1941,171157.8
1942,180618.31
1943,210795.67
1944,320565.66
1945,384017.4
1946,141459.66
1947,308651.9
1948,176490.89
1949,226634.53
1950,179335.25
1951,265536.44
1952,211022.34
1953,160466.33
1954,193807.3
1955,132182.84
1956,293252.5
1957,161095.4
1958,305167.12
1959,132349.78
1960,119271.53
1961,119361.25
1962,98378.06
1963,108948.82
1964,106396.4
1965,142417.3
1966,149228.0
1967,283569.9
1968,413854.88
1969,401632.3
1970,465009.03
1971,432346.94
1972,398572.56
1973,271741.1
1974,299038.94
1975,522412.5
1976,275937.4
1977,362403.53
1978,354690.25
1979,344815.28
1980,187508.42
1981,353498.66
1982,236220.31
1983,212676.08
1984,163919.95
1985,219083.98
1986,218386.58
1987,172704.02
1988,175416.42
1989,191040.05
1990,215449.33
1991,236837.78
1992,213690.84
1993,161989.92
1994,240272.97
1995,185245.1
1996,243714.53
1997,319107.25
1998,363245.4
1999,259452.8
2000,310984.47
2001,255356.55
2002,234978.38
2003,242329.19
2004,272810.66
2005,216747.95
2006,241429.95
2007,247159.69
2008,225360.11
2009,190316.14
2010,195505.97
2011,146445.25
2012,176044.6
2013,183517.08
2014,184998.38
2015,205231.11
2016,190376.58
2017,196816.72
2018,119856.32
2019,131035.56
2020,101681.3
2021,110530.72
2022,189671.14
2023,135786.84
2024,239204.05
2025,376100.8
2026,175186.84
2027,151227.5
2028,154536.47
2029,171735.55
2030,264773.56
2031,248705.3
2032,262248.47
2033,274414.2
2034,163889.0
2035,215217.47
2036,184856.55
2037,194227.02
2038,312970.66
2039,236353.95
2040,391226.12
2041,268128.4
2042,205300.81
2043,174927.16
2044,172232.98
2045,199084.02
2046,141195.25
2047,145198.36
2048,140819.06
2049,136489.78
2050,180248.2
2051,109623.055
2052,132068.47
2053,144701.83
2054,87476.266
2055,159045.2
2056,132661.33
2057,116995.055
2058,220425.3
2059,131724.36
2060,167087.6
2061,178088.77
2062,131086.98
2063,110824.29
2064,142046.84
2065,129615.07
2066,166936.25
2067,114590.45
2068,113763.086
2069,89316.74
2070,110518.63
2071,91137.055
2072,125828.0
2073,138140.83
2074,187650.0
2075,147399.1
2076,127335.164
2077,152323.9
2078,129942.445
2079,134680.1
2080,116254.516
2081,120971.96
2082,133522.34
2083,142342.73
2084,112992.9
2085,117509.49
2086,140750.16
2087,119657.91
2088,97594.42
2089,69325.8
2090,132301.33
2091,125454.05
2092,127641.62
2093,116867.91
2094,131223.05
2095,152290.67
2096,79814.76
2097,91551.34
2098,146215.38
2099,61337.45
2100,88043.695
2101,125229.4
2102,128727.19
2103,101355.9
2104,128314.25
2105,126689.984
2106,69378.52
2107,231118.52
2108,115341.03
2109,114863.734
2110,132146.95
2111,150967.38
2112,141961.25
2113,115489.72
2114,110422.84
2115,162597.12
2116,123728.88
2117,157486.44
2118,124387.94
2119,99825.13
2120,112933.24
2121,107647.42
2122,107555.29
2123,88895.96
2124,178642.25
2125,126813.88
2126,153009.39
2127,149167.33
2128,128708.59
2129,100949.68
2130,141725.86
2131,154334.28
2132,116026.43
2133,120773.55
2134,116461.28
2135,94375.32
2136,64292.934
2137,118004.77
2138,131630.39
2139,155473.61
2140,138291.11
2141,139756.92
2142,124338.13
2143,141060.98
2144,127485.37
2145,133223.9
2146,161881.75
2147,141517.17
2148,132760.78
2149,142765.53
2150,216071.97
2151,109095.2
2152,192947.73
2153,176356.5
2154,110044.39
2155,137136.05
2156,258128.2
2157,235663.78
2158,241517.36
2159,213147.61
2160,169243.83
2161,242343.62
2162,477511.25
2163,345288.56
2164,242685.89
2165,183996.16
2166,150672.11
2167,223632.66
2168,197721.55
2169,197758.81
2170,217068.1
2171,150294.83
2172,142400.38
2173,164706.6
2174,231869.52
2175,325343.94
2176,306916.53
2177,243950.97
2178,207856.69
2179,140116.11
2180,226216.5
2181,191807.78
2182,218702.81
2183,189875.3
2184,129720.79
2185,120587.54
2186,144666.47
2187,155656.1
2188,153058.64
2189,214859.42
2190,82041.055
2191,84228.2
2192,93000.54
2193,101309.2
2194,102738.17
2195,110691.49
2196,103406.87
2197,115033.1
2198,160101.69
2199,179075.11
2200,146083.39
2201,144564.72
2202,210532.72
2203,145350.7
2204,190048.98
2205,107961.836
2206,144338.45
2207,211454.75
2208,266892.94
2209,220089.58
2210,128555.44
2211,120996.87
2212,112684.39
2213,100597.375
2214,132402.58
2215,102017.875
2216,138007.0
2217,99066.77
2218,66095.44
2219,77824.38
2220,78414.93
2221,293217.56
2222,252843.61
2223,270716.03
2224,215109.08
2225,134137.36
2226,193326.94
2227,196580.45
2228,258478.1
2229,251177.38
2230,153591.31
2231,225505.62
2232,183406.0
2233,166320.66
2234,244032.14
2235,211033.62
2236,265847.88
2237,354968.78
2238,209584.06
2239,130473.15
2240,161054.39
2241,159071.12
2242,130268.2
2243,128332.87
2244,107566.76
2245,110699.56
2246,139031.64
2247,119151.375
2248,127971.92
2249,125246.48
2250,131031.39
2251,108296.14
2252,179799.52
2253,158217.1
2254,181380.03
2255,188731.77
2256,188727.48
2257,201860.12
2258,169758.8
2259,177597.4
2260,163480.36
2261,188291.48
2262,219244.75
2263,338854.6
2264,416370.0
2265,171084.47
2266,292050.66
2267,361037.22
2268,395050.66
2269,151351.2
2270,187924.34
2271,221966.06
2272,192822.28
2273,155816.78
2274,169912.92
2275,174803.17
2276,178512.22
2277,186579.81
2278,147184.66
2279,121885.22
2280,128059.96
2281,166307.9
2282,183077.73
2283,105356.46
2284,99286.164
2285,154850.83
2286,125411.25
2287,348678.1
2288,274792.8
2289,416076.97
2290,463083.66
2291,317438.62
2292,453401.8
2293,476182.06
2294,444477.3
2295,438547.25
2296,274069.38
2297,301496.16
2298,305436.16
2299,431862.03
2300,333008.28
2301,262685.94
2302,247220.25
2303,249368.2
2304,244842.1
2305,185586.75
2306,180022.2
2307,183016.06
2308,222908.9
2309,270664.97
2310,219319.61
2311,199874.1
2312,174814.38
2313,174121.73
2314,173856.06
2315,179066.25
2316,192228.34
2317,181008.39
2318,175336.03
2319,175941.31
2320,187750.39
2321,235686.02
2322,174182.1
2323,180129.23
2324,166440.84
2325,210410.06
2326,163791.64
2327,214865.12
2328,229619.53
2329,185394.25
2330,176339.48
2331,374290.62
2332,419540.16
2333,320143.78
2334,260539.19
2335,253971.42
2336,332649.53
2337,201185.06
2338,297363.4
2339,223310.05
2340,402925.5
2341,217661.03
2342,231388.38
2343,225831.02
2344,232708.0
2345,233222.16
2346,224437.52
2347,200998.62
2348,231975.23
2349,176821.84
2350,273497.62
2351,249079.08
2352,260040.05
2353,235588.22
2354,144351.25
2355,160070.08
2356,154011.03
2357,188253.75
2358,190138.16
2359,126091.07
2360,113922.266
2361,143124.38
2362,269471.94
2363,136263.33
2364,159989.72
2365,228697.4
2366,202458.89
2367,228225.8
2368,217453.86
2369,216596.56
2370,174827.11
2371,171550.53
2372,191279.12
2373,271707.97
2374,298715.94
2375,260368.83
2376,294221.78
2377,380416.9
2378,138337.11
2379,205804.22
2380,140850.75
2381,160384.0
2382,190428.48
2383,198666.2
2384,249086.67
2385,159990.03
2386,133068.12
2387,135886.06
2388,94274.664
2389,125457.77
2390,147279.23
2391,142700.9
2392,117752.11
2393,167961.47
2394,143878.6
2395,213286.44
2396,134754.67
2397,215086.44
2398,137737.25
2399,65023.133
2400,59340.5
2401,113225.88
2402,141138.58
2403,135007.2
2404,147032.64
2405,160785.06
2406,139615.89
2407,130840.47
2408,143997.92
2409,122384.22
2410,164776.94
2411,121261.81
2412,158705.94
2413,129214.93
2414,134324.89
2415,133776.72
2416,132456.39
2417,134099.78
2418,129378.67
2419,120625.42
2420,122715.805
2421,145049.72
2422,121891.15
2423,134821.86
2424,158784.27
2425,211165.16
2426,133488.88
2427,133457.02
2428,183402.69
2429,119352.5
2430,130754.16
2431,109713.055
2432,146792.6
2433,151210.03
2434,138146.08
2435,149426.19
2436,108101.695
2437,107172.516
2438,127130.164
2439,109043.6
2440,117526.91
2441,100252.25
2442,98039.34
2443,119202.88
2444,123120.74
2445,75560.59
2446,128508.24
2447,173603.17
2448,135805.69
2449,108037.81
2450,141972.03
2451,119098.89
2452,214216.11
2453,97903.086
2454,125139.88
2455,127466.99
2456,136051.8
2457,133322.25
2458,122958.13
2459,104646.11
2460,143044.75
2461,111672.125
2462,138233.16
2463,123894.34
2464,164457.6
2465,135109.58
2466,107320.82
2467,137428.14
2468,69530.24
2469,65244.355
2470,177030.3
2471,214477.25
2472,158505.6
2473,117075.086
2474,94134.29
2475,224671.39
2476,110687.51
2477,125151.96
2478,161612.33
2479,103607.766
2480,155032.98
2481,122990.33
2482,128692.4
2483,110208.13
2484,123632.91
2485,124775.46
2486,160596.36
2487,191885.98
2488,159228.89
2489,148917.02
2490,159825.97
2491,97257.4
2492,176624.5
2493,146119.23
2494,158095.53
2495,79680.05
2496,232381.02
2497,149350.44
2498,111962.055
2499,95694.52
2500,125428.01
2501,140027.95
2502,155111.83
2503,89866.234
2504,171107.03
2505,227779.55
2506,256372.36
2507,319774.38
2508,253728.66
2509,212126.61
2510,220252.47
2511,177148.33
2512,204510.38
2513,211108.94
2514,247151.28
2515,151747.25
2516,166038.28
2517,145045.66
2518,152441.47
2519,223286.84
2520,216956.56
2521,190838.86
2522,225674.08
2523,123894.44
2524,138991.83
2525,145479.88
2526,134300.89
2527,105585.7
2528,130856.29
2529,128019.98
2530,121040.55
2531,253656.6
2532,222688.53
2533,195756.31
2534,225897.86
2535,327562.47
2536,236651.92
2537,240800.25
2538,176912.9
2539,186979.94
2540,172663.33
2541,177775.34
2542,161750.48
2543,126418.34
2544,130469.18
2545,130707.836
2546,126777.66
2547,145832.6
2548,155572.02
2549,160321.89
2550,260733.94
2551,138261.27
2552,129490.68
2553,72968.98
2554,107441.61
2555,122713.04
2556,98910.56
2557,115052.2
2558,160388.25
2559,137849.17
2560,141225.61
2561,160048.98
2562,132829.69
2563,150801.14
2564,192096.77
2565,153423.0
2566,166837.8
2567,127942.49
2568,210672.5
2569,203010.5
2570,124606.68
2571,185903.39
2572,178533.48
2573,216221.66
2574,274670.84
2575,125558.43
2576,130422.914
2577,148178.83
2578,84599.01
2579,71427.805
2580,140070.19
2581,120048.164
2582,118948.78
2583,270291.47
2584,164910.03
2585,179440.89
2586,224930.45
2587,210954.81
2588,154015.48
2589,148177.28
2590,217637.25
2591,231318.72
2592,215240.55
2593,253352.44
2594,174432.36
2595,204118.97
2596,335580.72
2597,182720.6
2598,271769.9
2599,307680.25
2600,200461.5
2601,154053.14
2602,80286.26
2603,101498.52
2604,93063.64
2605,72540.125
2606,143935.16
2607,175373.8
2608,195869.42
2609,165615.58
2610,119964.48
2611,127434.836
2612,154491.27
2613,130589.14
2614,124928.27
2615,150278.2
2616,143293.52
2617,177489.67
2618,186640.56
2619,186540.66
2620,187350.72
2621,182943.28
2622,187123.0
2623,249312.44
2624,302759.84
2625,320332.78
2626,168760.0
2627,175092.45
2628,454449.25
2629,530684.0
2630,384762.7
2631,460938.97
2632,461699.78
2633,321242.88
2634,411389.34
2635,154742.17
2636,174888.03
2637,173286.23
2638,268861.12
2639,187457.61
2640,151331.34
2641,107764.66
2642,192743.83
2643,100553.53
2644,120565.55
2645,103901.99
2646,94559.7
2647,104243.71
2648,145021.06
2649,148254.72
2650,149758.95
2651,140608.42
2652,423162.47
2653,241987.67
2654,245369.2
2655,388192.66
2656,348510.44
2657,341447.03
2658,287575.3
2659,317686.12
2660,339162.0
2661,357445.44
2662,354319.78
2663,265562.28
2664,259031.83
2665,324426.53
2666,282877.1
2667,168311.92
2668,176413.52
2669,178569.42
2670,299391.22
2671,181325.97
2672,190369.64
2673,215677.61
2674,211008.28
2675,168052.02
2676,186181.55
2677,196111.1
2678,257136.47
2679,274341.72
2680,277322.47
2681,428493.2
2682,352790.16
2683,477000.5
2684,313539.38
2685,377134.0
2686,247431.25
2687,324412.06
2688,221712.38
2689,213935.8
2690,467550.78
2691,184651.4
2692,137891.81
2693,191008.42
2694,136806.88
2695,191646.89
2696,182886.48
2697,189561.12
2698,193875.58
2699,170817.84
2700,150147.45
2701,137265.88
2702,107937.37
2703,129873.37
2704,141292.53
2705,116996.914
2706,117951.16
2707,131162.02
2708,134433.56
2709,114697.95
2710,128334.54
2711,293535.25
2712,394665.72
2713,172696.39
2714,151034.84
2715,170292.53
2716,150911.31
2717,186749.92
2718,229080.06
2719,152505.45
2720,173597.38
2721,135112.52
2722,154468.06
2723,148225.78
2724,126700.55
2725,133757.03
2726,144958.86
2727,187776.12
2728,161939.31
2729,149794.17
2730,143043.6
2731,132522.14
2732,130882.625
2733,164385.7
2734,141145.11
2735,129830.59
2736,136460.94
2737,123466.89
2738,134307.61
2739,157797.78
2740,137695.06
2741,149358.36
2742,140978.78
2743,143459.88
2744,160181.34
2745,140092.27
2746,141834.28
2747,152689.3
2748,127745.58
2749,128103.9
2750,136989.73
2751,135029.67
2752,226370.62
2753,158929.53
2754,225564.38
2755,125157.66
2756,104347.31
2757,72527.93
2758,69973.35
2759,158503.66
2760,123529.445
2761,138912.8
2762,140464.56
2763,188109.66
2764,149053.56
2765,279936.62
2766,138233.98
2767,91084.734
2768,135493.02
2769,136906.84
2770,152056.98
2771,117126.15
2772,118180.88
2773,129352.58
2774,138890.78
2775,114422.016
2776,134976.94
2777,140842.11
2778,122212.375
2779,116211.2
2780,91302.77
2781,96866.586
2782,85743.516
2783,103383.17
2784,124962.336
2785,128986.96
2786,77582.53
2787,119928.21
2788,71183.81
2789,192969.45
2790,87468.51
2791,114424.2
2792,63885.863
2793,182103.62
2794,105498.17
2795,119741.94
2796,97113.42
2797,197344.5
2798,118436.57
2799,110324.72
2800,60658.055
2801,109574.14
2802,140584.19
2803,186180.62
2804,140207.53
2805,105107.23
2806,80085.71
2807,172358.28
2808,154453.05
2809,136981.78
2810,132789.56
2811,159684.0
2812,150310.78
2813,150120.5
2814,150810.06
2815,111572.79
2816,229932.08
2817,149367.38
2818,134996.17
2819,158387.33
2820,133507.19
2821,105116.734
2822,210142.86
2823,292176.16
2824,176659.66
2825,161536.31
2826,129739.85
2827,141009.08
2828,208023.06
2829,205305.58
2830,232754.14
2831,181138.83
2832,240106.97
2833,284308.72
2834,209223.53
2835,206040.67
2836,187280.66
2837,166070.31
2838,155023.42
2839,181248.44
2840,208704.22
2841,204569.62
2842,223113.4
2843,145951.03
2844,158511.77
2845,123036.516
2846,207587.03
2847,204192.52
2848,228510.9
2849,203460.14
2850,286641.2
2851,225778.1
2852,235787.62
2853,238614.11
2854,140404.14
2855,203837.27
2856,199792.77
2857,184694.39
2858,207473.83
2859,126630.6
2860,124427.41
2861,127061.34
2862,190454.48
2863,134678.61
2864,240165.2
2865,142508.12
2866,142316.08
2867,96416.76
2868,92438.85
2869,99519.86
2870,125160.6
2871,88111.52
2872,46105.375
2873,105934.67
2874,138330.92
2875,107318.73
2876,161327.23
2877,135700.86
2878,176694.66
2879,141963.81
2880,94517.4
2881,160844.52
2882,171574.05
2883,198955.72
2884,193239.36
2885,196648.7
2886,228266.72
2887,97493.71
2888,128221.234
2889,47283.758
2890,84158.13
2891,134994.77
2892,63975.695
2893,96218.58
2894,58653.867
2895,306735.12
2896,272407.44
2897,196151.53
2898,154624.66
2899,214115.5
2900,159266.14
2901,220071.92
2902,191095.02
2903,336425.62
2904,369039.66
2905,87304.11
2906,212996.53
2907,113463.09
2908,132291.69
2909,142088.34
2910,86550.32
2911,79801.695
2912,139157.72
2913,73527.06
2914,75960.18
2915,83800.13
2916,70626.95
2917,170104.1
2918,125917.31
2919,238301.05
